867608,0.003016233444213867,33
947320,0.007990360260009766,86
903231,0.005996227264404297,39
988902,0.006997108459472656,40
959819,0.003997802734375,43
951893,0.006990671157836914,37
1019005,0.0029969215393066406,44
889105,0.0029938220977783203,39
930053,0.003993034362792969,46
946229,0.005997419357299805,39
975160,0.0069963932037353516,47
950717,0.0029916763305664062,49
993190,0.006995677947998047,53
963522,0.004995822906494141,69
1055948,0.003997325897216797,63
968252,0.00699305534362793,35
960879,0.0059947967529296875,53
975448,0.0029964447021484375,38
978159,0.003994941711425781,35
932001,0.003991365432739258,49
1103120,0.0029964447021484375,77
960765,0.003995418548583984,35
881533,0.003997325897216797,36
919212,0.0029990673065185547,39
985192,0.006995439529418945,53
997415,0.0069942474365234375,44
966321,0.003997325897216797,38
876589,0.003996849060058594,37
902236,0.003997802734375,38
983040,0.006993770599365234,36
